"","NODCCODE","Scientificname","Commonname","Reference","Sampling_Date","Gear_Description","Longitude","Latitude","depth","BottomVegCover","Vegetated","Effort","Number_pertow","Number_per100sqm"
"92","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2008110309",2008-11-17,"6.1m otter trawl",-83.435867,29.578283,1.5,100,1,741.2,1,0.00134916351861846
"93","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2009050109",2009-05-06,"6.1m otter trawl",-83.501933,29.678567,2.1,95,1,889.44,1,0.00112430293218205
"94","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2009090202",2009-09-10,"6.1m otter trawl",-83.451333,29.578416,3,80,1,815.32,1,0.00122651228965314
"95","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2009090407",2009-09-24,"6.1m otter trawl",-84.008783,30.015066,2.8,100,1,815.32,1,0.00122651228965314
"96","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2009100202",2009-10-07,"6.1m otter trawl",-83.442383,29.59065,1.6,100,1,889.44,2,0.00224860586436409
"97","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2009100210",2009-10-07,"6.1m otter trawl",-83.4345,29.638866,1.3,100,1,889.44,2,0.00224860586436409
"98","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2009100304",2009-10-21,"183m seine",-84.19155,30.03125,1.3,100,1,41.2,9,0.218446601941748
"99","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2009110104",2009-11-04,"6.1m otter trawl",-84.117483,30.029,1.8,NA,1,963.56,1,0.00103781809124497
"100","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2009110204",2009-11-13,"6.1m otter trawl",-83.991183,30.026183,2.1,100,1,889.44,1,0.00112430293218205
"101","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2009110210",2009-11-13,"6.1m otter trawl",-83.869416,29.9654,2.5,100,1,815.32,1,0.00122651228965314
"102","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2009110306",2009-11-16,"6.1m otter trawl",-83.431233,29.599166,2.2,100,1,889.44,1,0.00112430293218205
"103","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2009110307",2009-11-16,"6.1m otter trawl",-83.420616,29.599066,1.9,NA,1,889.44,3,0.00337290879654614
"104","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2010060206",2010-06-03,"6.1m otter trawl",-83.442033,29.63725,1.9,75,1,889.44,2,0.00224860586436409
"105","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2010070305",2010-07-22,"6.1m otter trawl",-83.4397,29.632083,2.5,100,1,889.44,1,0.00112430293218205
"106","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2010070306",2010-07-22,"6.1m otter trawl",-83.440183,29.6297,2.8,100,1,889.44,1,0.00112430293218205
"107","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2010070308",2010-07-22,"6.1m otter trawl",-83.4503,29.583533,3.7,100,1,889.44,2,0.00224860586436409
"108","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2010070309",2010-07-22,"6.1m otter trawl",-83.434033,29.580133,1.9,100,1,889.44,1,0.00112430293218205
"109","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2010080202",2010-08-04,"6.1m otter trawl",-83.4343,29.585983,2,100,1,889.44,1,0.00112430293218205
"110","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2010080206",2010-08-04,"6.1m otter trawl",-83.428716,29.627266,1.8,100,1,815.32,1,0.00122651228965314
"111","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2010080207",2010-08-04,"6.1m otter trawl",-83.447283,29.635283,2.5,100,1,815.32,2,0.00245302457930628
"112","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2010080209",2010-08-04,"6.1m otter trawl",-83.495816,29.671283,1.6,90,1,815.32,6,0.00735907373791885
"113","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2010090205",2010-09-01,"6.1m otter trawl",-83.4372,29.589733,1.5,100,1,815.32,1,0.00122651228965314
"114","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2010090207",2010-09-01,"6.1m otter trawl",-83.497866,29.667166,2.4,70,1,889.44,2,0.00224860586436409
"115","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2010100201",2010-10-12,"6.1m otter trawl",-83.441166,29.63475,1.1,100,1,889.44,2,0.00224860586436409
"116","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2010100205",2010-10-12,"6.1m otter trawl",-83.438716,29.59575,1.5,70,1,889.44,1,0.00112430293218205
"117","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2010100404",2010-10-22,"6.1m otter trawl",-83.9107,29.962616,2.4,100,1,889.44,1,0.00112430293218205
"118","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2010110202",2010-11-10,"6.1m otter trawl",-83.434833,29.625133,1.7,100,1,889.44,1,0.00112430293218205
"119","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2010110203",2010-11-10,"6.1m otter trawl",-83.426,29.61815,1.4,100,1,889.44,2,0.00224860586436409
"120","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2010110204",2010-11-10,"6.1m otter trawl",-83.434183,29.596316,1.3,80,1,889.44,6,0.00674581759309228
"121","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2010110205",2010-11-10,"6.1m otter trawl",-83.433416,29.58515,1.4,80,1,889.44,4,0.00449721172872819
"122","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2010110206",2010-11-10,"6.1m otter trawl",-83.4295,29.569533,1,100,1,889.44,3,0.00337290879654614
"123","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2010110207",2010-11-10,"6.1m otter trawl",-83.4337,29.569083,1.3,100,1,889.44,1,0.00112430293218205
"124","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2010110208",2010-11-10,"6.1m otter trawl",-83.555966,29.682783,2.2,100,1,889.44,1,0.00112430293218205
"125","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2010110303",2010-11-17,"6.1m otter trawl",-83.988733,30.014366,2.3,100,1,889.44,1,0.00112430293218205
"126","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2010110307",2010-11-17,"6.1m otter trawl",-83.880983,29.9228,4.2,100,1,815.32,3,0.00367953686895943
"127","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2011100107",2011-10-24,"6.1m otter trawl",-84.089,30.05475,2.2,100,1,889.44,1,0.00112430293218205
"128","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2011110210",2011-11-21,"6.1m otter trawl",-83.436666,29.645283,2.2,60,1,889.44,1,0.00112430293218205
"129","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2012050103",2012-05-07,"6.1m otter trawl",-84.070783,30.056666,2.4,96,1,889.44,1,0.00112430293218205
"130","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2012050106",2012-05-07,"6.1m otter trawl",-84.100733,30.05955,2.1,90,1,889.44,2,0.00224860586436409
"131","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2012050201",2012-05-08,"6.1m otter trawl",-83.423116,29.60565,1.9,100,1,889.44,1,0.00112430293218205
"132","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2012050204",2012-05-08,"6.1m otter trawl",-83.445566,29.570766,3,55,1,889.44,1,0.00112430293218205
"133","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2012050208",2012-05-08,"6.1m otter trawl",-83.557533,29.679183,3.2,95,1,889.44,1,0.00112430293218205
"134","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2012050306",2012-05-15,"6.1m otter trawl",-83.9399,29.985916,2.5,100,1,889.44,1,0.00112430293218205
"135","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2012050309",2012-05-15,"6.1m otter trawl",-83.875416,29.9768,2.2,100,1,889.44,1,0.00112430293218205
"136","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2012060110",2012-06-28,"6.1m otter trawl",-84.17265,30.038533,1,90,1,963.56,1,0.00103781809124497
"137","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2012060202",2012-06-12,"6.1m otter trawl",-83.55705,29.693783,2.1,100,1,1037.68,2,0.00192737645516922
"138","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2012060203",2012-06-12,"6.1m otter trawl",-83.57945,29.68635,1.8,80,1,1037.68,2,0.00192737645516922
"139","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2012060204",2012-06-12,"6.1m otter trawl",-83.5798,29.689266,1.4,100,1,889.44,1,0.00112430293218205
"140","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2012060206",2012-06-12,"6.1m otter trawl",-83.452183,29.629516,2.7,100,1,889.44,2,0.00224860586436409
"141","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2012060306",2012-06-14,"6.1m otter trawl",-83.9365,29.954516,3.6,100,1,741.2,2,0.00269832703723691
"142","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2012070103",2012-07-10,"6.1m otter trawl",-84.1261,30.008366,4.2,75,1,889.44,1,0.00112430293218205
"143","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2012070208",2012-07-05,"6.1m otter trawl",-83.438133,29.572966,2.2,100,1,889.44,2,0.00224860586436409
"144","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2012080204",2012-08-14,"6.1m otter trawl",-83.435283,29.569333,2.4,75,1,815.32,1,0.00122651228965314
"145","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2012080207",2012-08-14,"6.1m otter trawl",-83.537216,29.69615,2.3,100,1,889.44,1,0.00112430293218205
"146","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2012080208",2012-08-14,"6.1m otter trawl",-83.59915,29.691233,3.9,75,1,963.56,1,0.00103781809124497
"147","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2012080308",2012-08-23,"6.1m otter trawl",-83.904083,29.9737,2,100,1,963.56,1,0.00103781809124497
"148","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2012080309",2012-08-23,"6.1m otter trawl",-83.867933,29.972366,1.5,100,1,815.32,1,0.00122651228965314
"149","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2012090303",2012-09-21,"6.1m otter trawl",-83.427633,29.57195,1.1,100,1,815.32,6,0.00735907373791885
"150","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2012100105",2012-10-10,"6.1m otter trawl",-84.0692,30.080466,1.6,75,1,889.44,8,0.00899442345745638
"151","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2012100207",2012-10-17,"6.1m otter trawl",-83.430266,29.59335,1.7,100,1,889.44,2,0.00224860586436409
"152","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2012100209",2012-10-17,"6.1m otter trawl",-83.423016,29.61255,1.9,75,1,889.44,3,0.00337290879654614
"153","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2012100210",2012-10-17,"6.1m otter trawl",-83.425016,29.619033,2.2,100,1,889.44,2,0.00224860586436409
"154","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2012100305",2012-10-23,"6.1m otter trawl",-83.870366,29.9556,2.8,100,1,889.44,1,0.00112430293218205
"155","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2012100308",2012-10-23,"6.1m otter trawl",-83.992383,29.998266,2.5,100,1,1037.68,1,0.000963688227584612
"156","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2012110107",2012-11-09,"6.1m otter trawl",-84.115216,30.049683,2.5,100,1,889.44,1,0.00112430293218205
"157","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2012110203",2012-11-20,"6.1m otter trawl",-83.4295,29.61905,2,100,1,889.44,1,0.00112430293218205
"158","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2012110205",2012-11-20,"6.1m otter trawl",-83.428916,29.588033,1.3,100,1,815.32,1,0.00122651228965314
"159","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2012110209",2012-11-20,"6.1m otter trawl",-83.551383,29.693616,1.9,100,1,815.32,2,0.00245302457930628
"160","8839030301","Nicholsina usta","Emerald Parrotfish","BBM2012110305",2012-11-26,"6.1m otter trawl",-83.932466,29.986216,2.5,100,1,815.32,2,0.00245302457930628
