"","NODCCODE","Commonname","183m seine","21.3m seine","273m nylon trammel net","366m monofilament trammel net","547m nylon trammel net","6.1m otter trawl","61m seine","9.1m seine","Hook and line","No Set","Offshore Purse Seine","Scientificname","Genus","Subfamily","Family","Order","Class"
"235","8804040501","Goldspotted Killifish",142,138580,NA,NA,NA,7224,479,874,NA,49,NA,"Floridichthys carpio","Floridichthys","Cyprinodontinae","Cyprinodontidae","Cyprinodontiformes","Actinopterygii"
"236","8804040801","Flagfish",NA,28,NA,NA,NA,1,NA,NA,NA,NA,NA,"Jordanella floridae","Jordanella","Cyprinodontinae","Cyprinodontidae","Cyprinodontiformes","Actinopterygii"
"237","8804080101","Western Mosquitofish",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gambusia affinis","Gambusia","Poeciliinae","Poeciliidae","Cyprinodontiformes","Actinopterygii"
"238","8804080116","Eastern Mosquito Fish",NA,26506,NA,NA,NA,7,NA,97,NA,NA,NA,"Gambusia holbrooki","Gambusia","Poeciliinae","Poeciliidae","Cyprinodontiformes","Actinopterygii"
"239","8804080201","Sailfin Molly",19,12609,NA,NA,NA,2,347,490,NA,18,NA,"Poecilia latipinna","Poecilia","Poeciliinae","Poeciliidae","Cyprinodontiformes","Actinopterygii"
"240","8804080301","Pike Killifish",NA,20,NA,NA,NA,NA,1,1,NA,NA,NA,"Belonesox belizanus","Belonesox","Poeciliinae","Poeciliidae","Cyprinodontiformes","Actinopterygii"
"241","8804080401","Least Killifish",NA,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heterandria formosa","Heterandria","Poeciliinae","Poeciliidae","Cyprinodontiformes","Actinopterygii"
"242","8805020000",NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","8805020200",NA,NA,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","8805020201","Rough Silverside",3,87693,NA,NA,NA,2,NA,1,NA,NA,NA,"Membras martinica","Membras","Menidiinae","Atherinopsidae","Atheriniformes","Actinopterygii"
"245","8805020300","Menidia Silversides",86,711967,NA,NA,NA,3461,342,3408,NA,NA,NA,"Menidia spp.",NA,NA,NA,NA,NA
"246","8805020301","Inland Silverside",NA,314,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Menidia beryllina","Menidia","Menidiinae","Atherinopsidae","Atheriniformes","Actinopterygii"
"247","8805020304","Tidewater Silverside",NA,381,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Menidia peninsulae","Menidia","Menidiinae","Atherinopsidae","Atheriniformes","Actinopterygii"
"248","8805020501","Hardhead Silverside",NA,19258,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atherinomorus stipes","Atherinomorus","Atherinomorinae","Atherinidae","Atheriniformes","Actinopterygii"
"249","8805020801","Brook Silverside",NA,732,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Labidesthes sicculus","Labidesthes","Menidiinae","Atherinopsidae","Atheriniformes","Actinopterygii"
"250","8805021201","Reef Silverside",NA,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hypoatherina harringtonensis","Hypoatherina","Atherinomorinae","Atherinidae","Atheriniformes","Actinopterygii"
"251","8805030000","Atherinopsidae spp",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"252","8810080300",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","8819020100",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","8819020101","Bluespotted Cornetfish",2,4,NA,NA,NA,5,NA,NA,NA,NA,NA,"Fistularia tabacaria","Fistularia",NA,"Fistulariidae","Syngnathiformes","Actinopterygii"
"255","8820020000",NA,NA,6,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","8820020100","Pipefishes",NA,15,NA,NA,NA,8,NA,NA,NA,NA,NA,"Syngnathus spp.",NA,NA,NA,NA,NA
"257","8820020102","Dusky Pipefish",16,5815,NA,NA,NA,27285,NA,NA,NA,NA,NA,"Syngnathus floridae","Syngnathus","Syngnathinae","Syngnathidae","Syngnathiformes","Actinopterygii"
"258","8820020103","Northern Pipefish",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Syngnathus fuscus","Syngnathus","Syngnathinae","Syngnathidae","Syngnathiformes","Actinopterygii"
"259","8820020104","Chain Pipefish",7,4640,NA,NA,NA,5802,NA,NA,NA,NA,NA,"Syngnathus louisianae","Syngnathus","Syngnathinae","Syngnathidae","Syngnathiformes","Actinopterygii"
"260","8820020108","Sargassum Pipefish",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Syngnathus pelagicus","Syngnathus","Syngnathinae","Syngnathidae","Syngnathiformes","Actinopterygii"
"261","8820020109","Bull Pipefish",NA,1,NA,NA,NA,20,NA,NA,NA,NA,NA,"Syngnathus springeri","Syngnathus","Syngnathinae","Syngnathidae","Syngnathiformes","Actinopterygii"
"262","8820020113","Gulf Pipefish",16,39031,NA,NA,NA,12974,7,5,NA,1,NA,"Syngnathus scovelli","Syngnathus","Syngnathinae","Syngnathidae","Syngnathiformes","Actinopterygii"
"263","8820020200",NA,NA,7,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","8820020201","Lined Seahorse",134,317,NA,NA,NA,2144,NA,NA,NA,NA,NA,"Hippocampus erectus","Hippocampus","Hippocampinae","Syngnathidae","Syngnathiformes","Actinopterygii"
"265","8820020205","Dwarf Seahorse",1,2623,NA,NA,NA,823,NA,NA,NA,NA,NA,"Hippocampus zosterae","Hippocampus","Hippocampinae","Syngnathidae","Syngnathiformes","Actinopterygii"
"266","8820020601","Opposum Pipefish",NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Microphis brachyurus","Microphis","Syngnathinae","Syngnathidae","Syngnathiformes","Actinopterygii"
"267","8820022300",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","8820022301","Whitenose Pipefish",NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,"Cosmocampus albirostris","Cosmocampus","Syngnathinae","Syngnathidae","Syngnathiformes","Actinopterygii"
"269","8820022305","Shortfin Pipefish",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Cosmocampus elucens","Cosmocampus","Syngnathinae","Syngnathidae","Syngnathiformes","Actinopterygii"
"270","8820023901","Fringed Pipefish",2,107,NA,NA,NA,1726,NA,NA,NA,NA,NA,"Anarchopterus criniger","Anarchopterus","Syngnathinae","Syngnathidae","Syngnathiformes","Actinopterygii"
"271","8824010000","Swamp Eels",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Synbranchidae spp.",NA,NA,NA,NA,NA
"272","8826010000",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","8826010600",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","8826010605","Barbfish",225,21,NA,NA,NA,1537,NA,NA,NA,NA,NA,"Scorpaena brasiliensis","Scorpaena","Scorpaeninae","Scorpaenidae","Scorpaeniformes","Actinopterygii"
"275","8826010606","Smoothhead Scorpionfish",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Scorpaena calcarata","Scorpaena","Scorpaeninae","Scorpaenidae","Scorpaeniformes","Actinopterygii"
"276","8826010614","Spotted Scorpionfish",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Scorpaena plumieri","Scorpaena","Scorpaeninae","Scorpaenidae","Scorpaeniformes","Actinopterygii"
"277","8826020100","Searobins",NA,7,NA,NA,NA,18,NA,NA,NA,NA,NA,"Prionotus spp.",NA,NA,NA,NA,NA
"278","8826020103","Leopard Searobin",865,2552,NA,3,NA,49582,17,NA,NA,NA,NA,"Prionotus scitulus","Prionotus","Prionotinae","Triglidae","Scorpaeniformes","Actinopterygii"
"279","8826020104","Bighead Searobin",1664,1884,NA,3,NA,9278,10,1,NA,2,NA,"Prionotus tribulus","Prionotus","Prionotinae","Triglidae","Scorpaeniformes","Actinopterygii"
"280","8826020105","Spiny Searobin",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Prionotus alatus","Prionotus","Prionotinae","Triglidae","Scorpaeniformes","Actinopterygii"
"281","8826020111","Barred Searobin",NA,1,NA,NA,NA,627,NA,NA,NA,NA,NA,"Prionotus martis","Prionotus","Prionotinae","Triglidae","Scorpaeniformes","Actinopterygii"
"282","8826020118","Blackfin Searobin",NA,NA,NA,NA,NA,136,NA,NA,NA,NA,NA,"Prionotus rubio","Prionotus","Prionotinae","Triglidae","Scorpaeniformes","Actinopterygii"
"283","8826020123","Bigeye Searobin",1,3,NA,NA,NA,162,NA,NA,NA,NA,NA,"Prionotus longispinosus","Prionotus","Prionotinae","Triglidae","Scorpaeniformes","Actinopterygii"
"284","8832010101","Flying Gurnard",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Dactylopterus volitans","Dactylopterus",NA,"Dactylopteridae","Scorpaeniformes","Actinopterygii"
"285","8835010105","Common Snook",39464,2516,11,1033,235,34,270,49,324,378,NA,"Centropomus undecimalis","Centropomus",NA,"Centropomidae","Perciformes","Actinopterygii"
"286","8835020000","Sea Basses",NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,"Serranidae spp.",NA,NA,NA,NA,NA
"287","8835020300",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","8835020301","Black Sea Bass",2188,844,NA,1,NA,24700,NA,NA,NA,NA,NA,"Centropristis striata","Centropristis","Serraninae","Serranidae","Perciformes","Actinopterygii"
"289","8835020304","Bank Sea Bass",2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,"Centropristis ocyurus","Centropristis","Serraninae","Serranidae","Perciformes","Actinopterygii"
"290","8835020305","Rock Sea Bass",1,1,NA,NA,NA,197,NA,NA,NA,NA,NA,"Centropristis philadelphica","Centropristis","Serraninae","Serranidae","Perciformes","Actinopterygii"
"291","8835020401","Goliath Grouper",78,20,NA,NA,NA,17,NA,NA,11,NA,NA,"Epinephelus itajara","Epinephelus","Epinephelinae","Serranidae","Perciformes","Actinopterygii"
"292","8835020408","Red Grouper",74,3,NA,NA,NA,168,NA,NA,NA,NA,NA,"Epinephelus morio","Epinephelus","Epinephelinae","Serranidae","Perciformes","Actinopterygii"
"293","8835020500",NA,NA,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","8835020501","Gag",4671,217,NA,32,4,1419,NA,NA,11,NA,NA,"Mycteroperca microlepis","Mycteroperca","Epinephelinae","Serranidae","Perciformes","Actinopterygii"
"295","8835020502","Black Grouper",2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,"Mycteroperca bonaci","Mycteroperca","Epinephelinae","Serranidae","Perciformes","Actinopterygii"
"296","8835020505","Scamp",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mycteroperca phenax","Mycteroperca","Epinephelinae","Serranidae","Perciformes","Actinopterygii"
"297","8835021000",NA,NA,1,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","8835021002","Sand Perch",102,78,NA,NA,NA,2660,NA,NA,3,NA,NA,"Diplectrum formosum","Diplectrum","Serraninae","Serranidae","Perciformes","Actinopterygii"
"299","8835021005","Dwarf Sand Perch",8,134,NA,NA,NA,252,NA,NA,NA,NA,NA,"Diplectrum bivittatum","Diplectrum","Serraninae","Serranidae","Perciformes","Actinopterygii"
"300","8835022201","Pygmy Sea Bass",1,96,NA,NA,NA,596,NA,NA,NA,NA,NA,"Serraniculus pumilio","Serraniculus","Serraninae","Serranidae","Perciformes","Actinopterygii"
"301","8835022309","Belted Sandfish",5,86,NA,NA,NA,778,NA,NA,NA,NA,NA,"Serranus subligarius","Serranus","Serraninae","Serranidae","Perciformes","Actinopterygii"
"302","8835030204","Whitespotted Soapfish",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Rypticus maculatus","Rypticus","Grammistinae","Serranidae","Perciformes","Actinopterygii"
"303","8835160203","Shadow Bass",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ambloplites ariommus","Ambloplites",NA,"Centrarchidae","Perciformes","Actinopterygii"
"304","8835160402","Bluespotted Sunfish",NA,29,NA,NA,NA,1,NA,NA,NA,NA,NA,"Enneacanthus gloriosus","Enneacanthus",NA,"Centrarchidae","Perciformes","Actinopterygii"
"305","8835160500","Sunfishes",NA,323,NA,NA,NA,6,NA,NA,NA,NA,NA,"Lepomis spp.",NA,NA,NA,NA,NA
"306","8835160501","Redbreast Sunfish",NA,120,NA,NA,NA,3,NA,NA,NA,NA,NA,"Lepomis auritus","Lepomis",NA,"Centrarchidae","Perciformes","Actinopterygii"
"307","8835160504","Bluegill",1,1352,NA,NA,NA,65,22,NA,NA,NA,NA,"Lepomis macrochirus","Lepomis",NA,"Centrarchidae","Perciformes","Actinopterygii"
"308","8835160507","Dollar Sunfish",NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lepomis marginatus","Lepomis",NA,"Centrarchidae","Perciformes","Actinopterygii"
"309","8835160509","Redear Sunfish",17,372,NA,NA,NA,8,5,NA,NA,NA,NA,"Lepomis microlophus","Lepomis",NA,"Centrarchidae","Perciformes","Actinopterygii"
"310","8835160510","Spotted Sunfish",1,527,NA,NA,NA,7,NA,NA,NA,NA,NA,"Lepomis punctatus","Lepomis",NA,"Centrarchidae","Perciformes","Actinopterygii"
"311","8835160602","Largemouth Bass",45,943,NA,NA,NA,6,1,NA,NA,NA,NA,"Micropterus salmoides","Micropterus",NA,"Centrarchidae","Perciformes","Actinopterygii"
"312","8835160702","Black Crappie",6,14,NA,NA,NA,21,NA,NA,NA,NA,NA,"Pomoxis nigromaculatus","Pomoxis",NA,"Centrarchidae","Perciformes","Actinopterygii"
"313","8835161001","Warmouth",NA,13,NA,NA,NA,1,NA,NA,NA,NA,NA,"Lepomis gulosus","Lepomis",NA,"Centrarchidae","Perciformes","Actinopterygii"
"314","8835170101","Bigeye",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Priacanthus arenatus","Priacanthus",NA,"Priacanthidae","Perciformes","Actinopterygii"
"315","8835180201","Bronze Cardinalfish",NA,1,NA,NA,NA,6,NA,NA,NA,NA,NA,"Astrapogon alutus","Astrapogon","Apogoninae","Apogonidae","Perciformes","Actinopterygii"
"316","8835180503","Dusky Cardinalfish",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Phaeoptyx pigmentaria","Phaeoptyx","Apogoninae","Apogonidae","Perciformes","Actinopterygii"
"317","8835200000",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","8835200100",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","8835200101","Swamp Darter",NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Etheostoma fusiforme","Etheostoma","Etheostomatinae","Percidae","Perciformes","Actinopterygii"
"320","8835200319","Blackbanded Darter",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Percina nigrofasciata","Percina","Etheostomatinae","Percidae","Perciformes","Actinopterygii"
"321","8835250101","Bluefish",1800,60,NA,12,5,8,NA,NA,9,NA,NA,"Pomatomus saltatrix","Pomatomus",NA,"Pomatomidae","Perciformes","Actinopterygii"
"322","8835260101","Cobia",97,6,NA,1,NA,16,NA,NA,3,NA,NA,"Rachycentron canadum","Rachycentron",NA,"Rachycentridae","Perciformes","Actinopterygii"
"323","8835270200","Sharksuckers",4,NA,NA,1,NA,6,NA,NA,NA,NA,NA,"Echeneis spp.",NA,NA,NA,NA,NA
"324","8835270201","Sharksucker",130,3,NA,NA,NA,8,1,NA,NA,NA,NA,"Echeneis naucrates","Echeneis",NA,"Echeneidae","Perciformes","Actinopterygii"
"325","8835270202","Whitefin Sharksucker",395,21,NA,3,NA,70,NA,NA,NA,NA,NA,"Echeneis neucratoides","Echeneis",NA,"Echeneidae","Perciformes","Actinopterygii"
"326","8835280000","Jacks",NA,1,NA,NA,NA,6,NA,NA,NA,NA,NA,"Carangidae spp.",NA,NA,NA,NA,NA
"327","8835280300",NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","8835280301","Yellow Jack",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Caranx bartholomaei",NA,NA,NA,NA,NA
"329","8835280303","Crevalle Jack",6508,179,NA,749,243,40,5,NA,199,16,NA,"Caranx hippos","Caranx","Caranginae","Carangidae","Perciformes","Actinopterygii"
"330","8835280304","Horse-eye Jack",278,16,NA,3,NA,NA,NA,NA,NA,NA,NA,"Caranx latus","Caranx","Caranginae","Carangidae","Perciformes","Actinopterygii"
"331","8835280306","Blue Runner",460,6,NA,1,NA,14,NA,NA,NA,NA,NA,"Caranx crysos","Caranx","Caranginae","Carangidae","Perciformes","Actinopterygii"
"332","8835280308","Bar Jack",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Caranx ruber","Caranx","Caranginae","Carangidae","Perciformes","Actinopterygii"
"333","8835280401","Atlantic Bumper",2409,3660,NA,17,NA,12511,3,NA,NA,NA,NA,"Chloroscombrus chrysurus","Chloroscombrus","Caranginae","Carangidae","Perciformes","Actinopterygii"
"334","8835280501","Leatherjacket",4122,12886,NA,29,NA,55,111,51,3,7,NA,"Oligoplites saurus","Oligoplites","Scomberoidinae","Carangidae","Perciformes","Actinopterygii"
"335","8835280701","Lookdown",2083,91,NA,5,NA,246,NA,NA,NA,NA,NA,"Selene vomer","Selene","Caranginae","Carangidae","Perciformes","Actinopterygii"
"336","8835280705","Atlantic Moonfish",18,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,"Selene setapinnis","Selene","Caranginae","Carangidae","Perciformes","Actinopterygii"
"337","8835280901","Florida Pompano",1342,239,NA,67,NA,5,NA,NA,3,NA,NA,"Trachinotus carolinus","Trachinotus","Trachinotinae","Carangidae","Perciformes","Actinopterygii"
"338","8835280902","Permit",5241,1621,NA,73,187,10,NA,NA,NA,NA,NA,"Trachinotus falcatus","Trachinotus","Trachinotinae","Carangidae","Perciformes","Actinopterygii"
"339","8835281202","Round Scad",26,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,"Decapterus punctatus","Decapterus","Caranginae","Carangidae","Perciformes","Actinopterygii"
"340","8835281401","Bluntnose Jack",45,36,NA,NA,NA,435,NA,NA,NA,NA,NA,"Hemicaranx amblyrhynchus","Hemicaranx","Caranginae","Carangidae","Perciformes","Actinopterygii"
"341","8835360100",NA,NA,1,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","8835360102","Gray Snapper",18127,7479,NA,280,NA,5248,42,7,485,40,NA,"Lutjanus griseus","Lutjanus","Lutjaninae","Lutjanidae","Perciformes","Actinopterygii"
"343","8835360103","Mutton Snapper",55,12,NA,NA,NA,11,NA,NA,NA,NA,NA,"Lutjanus analis","Lutjanus","Lutjaninae","Lutjanidae","Perciformes","Actinopterygii"
"344","8835360104","Schoolmaster",4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lutjanus apodus","Lutjanus","Lutjaninae","Lutjanidae","Perciformes","Actinopterygii"
"345","8835360107","Red Snapper",NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,"Lutjanus campechanus","Lutjanus","Lutjaninae","Lutjanidae","Perciformes","Actinopterygii"
"346","8835360112","Lane Snapper",3890,4194,NA,NA,NA,15659,2,NA,NA,NA,NA,"Lutjanus synagris","Lutjanus","Lutjaninae","Lutjanidae","Perciformes","Actinopterygii"
"347","8835360401","Yellowtail Snapper",71,9,NA,NA,NA,75,NA,NA,NA,NA,NA,"Ocyurus chrysurus","Ocyurus","Lutjaninae","Lutjanidae","Perciformes","Actinopterygii"
"348","8835380101","Tripletail",36,1,NA,NA,NA,6,NA,NA,NA,NA,NA,"Lobotes surinamensis","Lobotes",NA,"Lobotidae","Perciformes","Actinopterygii"
"349","8835390000","Mojarras",3,218,NA,NA,NA,NA,NA,26,NA,NA,NA,"Gerreidae spp.",NA,NA,NA,NA,NA
"350","8835390100","Eucinostomus",73,934260,NA,NA,NA,149539,2921,5069,NA,3,NA,"Eucinostomus spp.",NA,NA,NA,NA,NA
"351","8835390101","Spotfin Mojarra",47,193,NA,NA,NA,498,NA,NA,NA,NA,NA,"Eucinostomus argenteus","Eucinostomus",NA,"Gerreidae","Perciformes","Actinopterygii"
"352","8835390102","Silver Jenny",112261,164562,NA,25,NA,80550,3021,11,NA,923,NA,"Eucinostomus gula","Eucinostomus",NA,"Gerreidae","Perciformes","Actinopterygii"
"353","8835390109","Slender Mojarra",10,225,NA,NA,NA,12,NA,NA,NA,NA,NA,"Eucinostomus jonesii","Eucinostomus",NA,"Gerreidae","Perciformes","Actinopterygii"
"354","8835390111","Tidewater Mojarra",48545,108745,NA,24,NA,9371,10644,462,NA,827,NA,"Eucinostomus harengulus","Eucinostomus",NA,"Gerreidae","Perciformes","Actinopterygii"
"355","8835390200",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","8835390203","Striped Mojarra",4461,12491,NA,318,NA,4368,1265,40,5,191,NA,"Eugerres plumieri","Eugerres",NA,"Gerreidae","Perciformes","Actinopterygii"
"357","8835390204","Irish Pompano",1853,714,NA,6,NA,94,1,564,NA,102,NA,"Diapterus auratus","Diapterus",NA,"Gerreidae","Perciformes","Actinopterygii"
"358","8835390301","Yellowfin Mojarra",654,16,NA,NA,NA,1,NA,NA,NA,NA,NA,"Gerres cinereus","Gerres",NA,"Gerreidae","Perciformes","Actinopterygii"
"359","8835400000",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","8835400100",NA,NA,13,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","8835400101","Tomtate",82,72,NA,NA,NA,246,NA,NA,NA,NA,NA,"Haemulon aurolineatum","Haemulon","Haemulinae","Haemulidae","Perciformes","Actinopterygii"
"362","8835400102","White Grunt",2575,1824,NA,NA,NA,6336,NA,NA,1,NA,NA,"Haemulon plumierii","Haemulon","Haemulinae","Haemulidae","Perciformes","Actinopterygii"
"363","8835400113","Bluestriped Grunt",256,6,NA,NA,NA,8,NA,NA,NA,NA,NA,"Haemulon sciurus","Haemulon","Haemulinae","Haemulidae","Perciformes","Actinopterygii"
"364","8835400117","Sailors Choice",199,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,"Haemulon parra","Haemulon","Haemulinae","Haemulidae","Perciformes","Actinopterygii"
"365","8835400201","Pigfish",120805,97797,NA,193,NA,221220,18,1,9,48,NA,"Orthopristis chrysoptera","Orthopristis","Haemulinae","Haemulidae","Perciformes","Actinopterygii"
"366","8835400306","Porkfish",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anisotremus virginicus","Anisotremus","Haemulinae","Haemulidae","Perciformes","Actinopterygii"
"367","8835430000",NA,NA,32,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","8835430101","Scup",NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,"Stenotomus chrysops","Stenotomus",NA,"Sparidae","Perciformes","Actinopterygii"
"369","8835430102","Longspine Porgy",NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,"Stenotomus caprinus","Stenotomus",NA,"Sparidae","Perciformes","Actinopterygii"
"370","8835430201","Pinfish",1609740,1206207,NA,5523,3,881937,2949,115,250,1255,NA,"Lagodon rhomboides","Lagodon",NA,"Sparidae","Perciformes","Actinopterygii"
"371","8835430301","Sheepshead",30538,6516,3,2196,740,3543,210,19,226,83,NA,"Archosargus probatocephalus","Archosargus",NA,"Sparidae","Perciformes","Actinopterygii"
"372","8835430302","Sea Bream",71,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"Archosargus rhomboidalis","Archosargus",NA,"Sparidae","Perciformes","Actinopterygii"
"373","8835430401","Spottail Pinfish",9454,1635,NA,1,NA,20984,NA,NA,NA,5,NA,"Diplodus holbrookii","Diplodus",NA,"Sparidae","Perciformes","Actinopterygii"
"374","8835430500",NA,7,98,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","8835430501","Grass Porgy",2515,270,NA,1,NA,5980,NA,NA,NA,NA,NA,"Calamus arctifrons","Calamus",NA,"Sparidae","Perciformes","Actinopterygii"
"376","8835430502","Jolthead Porgy",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Calamus bajonado","Calamus",NA,"Sparidae","Perciformes","Actinopterygii"
"377","8835430505","Whitebone Porgy",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Calamus leucosteus","Calamus",NA,"Sparidae","Perciformes","Actinopterygii"
"378","8835430506","Knobbed Porgy",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"Calamus nodosus","Calamus",NA,"Sparidae","Perciformes","Actinopterygii"
"379","8835430508","Littlehead Porgy",2,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,"Calamus proridens","Calamus",NA,"Sparidae","Perciformes","Actinopterygii"
"380","8835430510","Sheepshead Porgy",178,48,NA,NA,NA,52,NA,NA,NA,NA,NA,"Calamus penna","Calamus",NA,"Sparidae","Perciformes","Actinopterygii"
"381","8835430601","Red Porgy",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Pagrus pagrus","Pagrus",NA,"Sparidae","Perciformes","Actinopterygii"
"382","8835440000","Drums",NA,586,NA,NA,NA,29,NA,NA,NA,NA,NA,"Sciaenidae spp.",NA,NA,NA,NA,NA
"383","8835440100",NA,5,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","8835440102","Spotted Seatrout",13654,28043,1,959,18,6902,127,48,574,21,NA,"Cynoscion nebulosus","Cynoscion",NA,"Sciaenidae","Perciformes","Actinopterygii"
"385","8835440103","Silver Seatrout",NA,8,NA,NA,NA,69,NA,NA,NA,NA,NA,"Cynoscion nothus","Cynoscion",NA,"Sciaenidae","Perciformes","Actinopterygii"
"386","8835440106","Sand Seatrout",1428,17116,NA,7,NA,122788,99,NA,17,NA,NA,"Cynoscion arenarius","Cynoscion",NA,"Sciaenidae","Perciformes","Actinopterygii"
"387","8835440301","Silver Perch",208054,155696,NA,49,NA,99776,1163,4,1,18,NA,"Bairdiella chrysoura","Bairdiella",NA,"Sciaenidae","Perciformes","Actinopterygii"
"388","8835440304","Blue Croaker",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corvula batabana","Corvula",NA,"Sciaenidae","Perciformes","Actinopterygii"
"389","8835440401","Spot",118892,472488,NA,373,NA,122561,4632,151,NA,202,NA,"Leiostomus xanthurus","Leiostomus",NA,"Sciaenidae","Perciformes","Actinopterygii"
"390","8835440501","Banded Drum",NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,"Larimus fasciatus","Larimus",NA,"Sciaenidae","Perciformes","Actinopterygii"
"391","8835440600","Kingfishes",NA,35,NA,3,NA,124,NA,NA,NA,NA,NA,"Menticirrhus spp.",NA,NA,NA,NA,NA
"392","8835440601","Southern Kingfish",3583,17043,NA,3,NA,41429,67,NA,9,NA,NA,"Menticirrhus americanus","Menticirrhus",NA,"Sciaenidae","Perciformes","Actinopterygii"
